record_id,stock_code,company_short,source_file,source_record_no,pdf_page,time_point,equity_structure_scope,shareholder_name,investor_type_auto,shares_held_wan,capital_contribution_wan,shareholding_ratio_pct,total_shares_wan,total_capital_wan,source_evidence,auto_flags
AUTO-SNAP-688758-022,688758,赛分科技,688758_赛分科技.jsonl,32,53,t0/报告期初,,唐斌,自然人/其他,0.1092,,,,2.0,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 序号 发起人姓名/名称 持股数量（股） 持股比例（%） 13 苏州敦行 400,000 1.4542 14 陈志华 300,400 1.0921 15 耿卫东 300,000 1.0906 16 骏耀投资 200,000 0.7271 17 朱勤华 194,081 0.7056 18 华泰大健康二号 120,034 0.4364 19 唐斌 30,041 0.1092 20 道兴投资 28,079 0.1021 21 张敏 20,654 0.0751 合 计 27,506,769 100.0000 赛分有限在整体变更设立股份有限公司时，存在改制基准日累计未分配利润 为负的情形。截至2021年5月 31 日，赛分有限未分配利润-49,602,682.54元。 发行人改制基准日累计未分配利润为负的形成原因主要为，有限公司前期阶 段，发行人收入规模较小，研发投入高。2020 年，发行人营业收入为 9,766.97 万元，研发投入为 2,133.01 万元，净利润为 938.57 万元。2021 年，公司实现收 入 15,488.71 万元，对应净利润 2,162.02 万元。公司营业规模快速扩大，盈利能 力大幅提升。股改基准日之后，发行人盈利能力较弱的情形已消除。综上所述， 截至本招股说明书签署日，发行人整体变更设立股份",持股比例未披露，保留空值
AUTO-SNAP-688758-023,688758,赛分科技,688758_赛分科技.jsonl,33,53,t0/报告期初,,道兴投资,自然人/其他,0.1021,,,,2.0,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 序号 发起人姓名/名称 持股数量（股） 持股比例（%） 13 苏州敦行 400,000 1.4542 14 陈志华 300,400 1.0921 15 耿卫东 300,000 1.0906 16 骏耀投资 200,000 0.7271 17 朱勤华 194,081 0.7056 18 华泰大健康二号 120,034 0.4364 19 唐斌 30,041 0.1092 20 道兴投资 28,079 0.1021 21 张敏 20,654 0.0751 合 计 27,506,769 100.0000 赛分有限在整体变更设立股份有限公司时，存在改制基准日累计未分配利润 为负的情形。截至2021年5月 31 日，赛分有限未分配利润-49,602,682.54元。 发行人改制基准日累计未分配利润为负的形成原因主要为，有限公司前期阶 段，发行人收入规模较小，研发投入高。2020 年，发行人营业收入为 9,766.97 万元，研发投入为 2,133.01 万元，净利润为 938.57 万元。2021 年，公司实现收 入 15,488.71 万元，对应净利润 2,162.02 万元。公司营业规模快速扩大，盈利能 力大幅提升。股改基准日之后，发行人盈利能力较弱的情形已消除。综上所述， 截至本招股说明书签署日，发行人整体变更设立股份",持股比例未披露，保留空值
AUTO-SNAP-688758-024,688758,赛分科技,688758_赛分科技.jsonl,34,53,t0/报告期初,,张敏,自然人/其他,0.0751,,,,2.0,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 序号 发起人姓名/名称 持股数量（股） 持股比例（%） 13 苏州敦行 400,000 1.4542 14 陈志华 300,400 1.0921 15 耿卫东 300,000 1.0906 16 骏耀投资 200,000 0.7271 17 朱勤华 194,081 0.7056 18 华泰大健康二号 120,034 0.4364 19 唐斌 30,041 0.1092 20 道兴投资 28,079 0.1021 21 张敏 20,654 0.0751 合 计 27,506,769 100.0000 赛分有限在整体变更设立股份有限公司时，存在改制基准日累计未分配利润 为负的情形。截至2021年5月 31 日，赛分有限未分配利润-49,602,682.54元。 发行人改制基准日累计未分配利润为负的形成原因主要为，有限公司前期阶 段，发行人收入规模较小，研发投入高。2020 年，发行人营业收入为 9,766.97 万元，研发投入为 2,133.01 万元，净利润为 938.57 万元。2021 年，公司实现收 入 15,488.71 万元，对应净利润 2,162.02 万元。公司营业规模快速扩大，盈利能 力大幅提升。股改基准日之后，发行人盈利能力较弱的情形已消除。综上所述， 截至本招股说明书签署日，发行人整体变更设立股份",持股比例未披露，保留空值
AUTO-SNAP-688758-025,688758,赛分科技,688758_赛分科技.jsonl,35,54,t0/报告期初,,黄学英,自然人/其他,,883.39,36.69,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-026,688758,赛分科技,688758_赛分科技.jsonl,36,54,t0/报告期初,,周金清,自然人/其他,,280.0,11.63,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-027,688758,赛分科技,688758_赛分科技.jsonl,37,54,t0/报告期初,,陆民,自然人/其他,,257.4,10.69,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-028,688758,赛分科技,688758_赛分科技.jsonl,38,54,t0/报告期初,,高新同华,自然人/其他,,248.0,10.3,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-029,688758,赛分科技,688758_赛分科技.jsonl,39,54,t0/报告期初,,华泰大健康一号,PE/VC或私募基金,,175.19,7.28,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-030,688758,赛分科技,688758_赛分科技.jsonl,40,54,t0/报告期初,,苏州贤达,员工持股平台/员工激励,,134.15,5.57,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-031,688758,赛分科技,688758_赛分科技.jsonl,41,54,t0/报告期初,,苏州博达,员工持股平台/员工激励,,114.94,4.77,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-032,688758,赛分科技,688758_赛分科技.jsonl,42,54,t0/报告期初,,苏州杰贤,员工持股平台/员工激励,,69.48,2.89,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-033,688758,赛分科技,688758_赛分科技.jsonl,43,54,t0/报告期初,,潘鼎,自然人/其他,,63.2,2.62,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-034,688758,赛分科技,688758_赛分科技.jsonl,44,54,t0/报告期初,,海佳同康,自然人/其他,,47.4,1.97,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-035,688758,赛分科技,688758_赛分科技.jsonl,45,54,t0/报告期初,,苏州敦行,自然人/其他,,40.0,1.66,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-036,688758,赛分科技,688758_赛分科技.jsonl,46,54,t0/报告期初,,陈志华,自然人/其他,,30.04,1.25,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-037,688758,赛分科技,688758_赛分科技.jsonl,47,54,t0/报告期初,,耿卫东,自然人/其他,,30.0,1.25,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-038,688758,赛分科技,688758_赛分科技.jsonl,48,54,t0/报告期初,,骏耀投资,自然人/其他,,20.0,0.83,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-039,688758,赛分科技,688758_赛分科技.jsonl,49,54,t0/报告期初,,华泰大健康二号,PE/VC或私募基金,,12.0,0.5,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-040,688758,赛分科技,688758_赛分科技.jsonl,50,54,t0/报告期初,,道兴投资,自然人/其他,,2.81,0.12,,,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 认缴出资额 实缴出资额 出资比例 序号 股东姓名/名称 出资方式 （万元） （万元） （%） 1 黄学英 883.39 883.39 36.69 货币 2 周金清 280.00 280.00 11.63 货币 3 陆民 257.40 257.40 10.69 货币 4 高新同华 248.00 248.00 10.30 货币 5 华泰大健康一号 175.19 175.19 7.28 货币 6 苏州贤达 134.15 134.15 5.57 货币 7 苏州博达 114.94 114.94 4.77 货币 8 苏州杰贤 69.48 69.48 2.89 货币 9 潘鼎 63.20 63.20 2.62 货币 10 海佳同康 47.40 47.40 1.97 货币 11 苏州敦行 40.00 40.00 1.66 货币 12 陈志华 30.04 30.04 1.25 货币 13 耿卫东 30.00 30.00 1.25 货币 14 骏耀投资 20.00 20.00 0.83 货币 15 华泰大健康二号 12.00 12.00 0.50 货币 16 道兴投资 2.81 2.81 0.12 货币 合计 2,408.00 2,408.00 100.00 / 报告期内，公司进行了 3 次增资、2 次股权转让、1 次资本公积转增股本",
AUTO-SNAP-688758-041,688758,赛分科技,688758_赛分科技.jsonl,51,56,t0/报告期初,,国寿疌泉,自然人/其他,,53.99,,,2.0,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 转让单价 注册资本 转让价格 序号 转让方 受让方 （元/注册资本） （万元） （万元） 2 朱勤华 19.4081 1,000.0000 3 唐斌 0.8872 45.7143 4 张敏 0.6100 31.4286 注：上述表格中转让单价和转让金额之间的细微差异，系计算过程四舍五入造成。 2021 年 3 月，上述股权受让方将股权转让款项支付给黄学英。根据国家税 务总局苏州工业园区税务局第一税务所出具的完税证明，黄学英已就上述股权转 让事项缴纳了个人所得税5,882,051.40 元。 （2）报告期内第一次增资 2021年2月25日，赛分有限召开股东会并作出决议，同意公司注册资本增 加342.6769万元至2,750.6769万元。新增的342.6769万元注册资本由国寿疌泉、 复星惟盈、唐斌、张敏以人民币 1.85亿元认购。 2021年2月26日，国寿疌泉、复星惟盈、唐斌、张敏与发行人签署了《关 于苏州赛分科技有限公司之增资协议》。 本次增资具体情况如下： 认缴出资额 增资价格 增资金额 序号 股东姓名/名称 出资方式 （万元） （元/注册资本） （万元） 1 国寿疌泉 250.0615 13,500.0000 货币 2 复星惟盈 89.0431 4,807.1429 货币 53.99 3 唐斌 2.1169",持股比例未披露，保留空值
AUTO-SNAP-688758-042,688758,赛分科技,688758_赛分科技.jsonl,52,56,t0/报告期初,,复星惟盈,自然人/其他,,,,,2.0,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 转让单价 注册资本 转让价格 序号 转让方 受让方 （元/注册资本） （万元） （万元） 2 朱勤华 19.4081 1,000.0000 3 唐斌 0.8872 45.7143 4 张敏 0.6100 31.4286 注：上述表格中转让单价和转让金额之间的细微差异，系计算过程四舍五入造成。 2021 年 3 月，上述股权受让方将股权转让款项支付给黄学英。根据国家税 务总局苏州工业园区税务局第一税务所出具的完税证明，黄学英已就上述股权转 让事项缴纳了个人所得税5,882,051.40 元。 （2）报告期内第一次增资 2021年2月25日，赛分有限召开股东会并作出决议，同意公司注册资本增 加342.6769万元至2,750.6769万元。新增的342.6769万元注册资本由国寿疌泉、 复星惟盈、唐斌、张敏以人民币 1.85亿元认购。 2021年2月26日，国寿疌泉、复星惟盈、唐斌、张敏与发行人签署了《关 于苏州赛分科技有限公司之增资协议》。 本次增资具体情况如下： 认缴出资额 增资价格 增资金额 序号 股东姓名/名称 出资方式 （万元） （元/注册资本） （万元） 1 国寿疌泉 250.0615 13,500.0000 货币 2 复星惟盈 89.0431 4,807.1429 货币 53.99 3 唐斌 2.1169",持股比例未披露，保留空值|股份数/出资额均未披露，进入复核
AUTO-SNAP-688758-043,688758,赛分科技,688758_赛分科技.jsonl,53,56,t0/报告期初,,唐斌,自然人/其他,,,,,2.0,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 转让单价 注册资本 转让价格 序号 转让方 受让方 （元/注册资本） （万元） （万元） 2 朱勤华 19.4081 1,000.0000 3 唐斌 0.8872 45.7143 4 张敏 0.6100 31.4286 注：上述表格中转让单价和转让金额之间的细微差异，系计算过程四舍五入造成。 2021 年 3 月，上述股权受让方将股权转让款项支付给黄学英。根据国家税 务总局苏州工业园区税务局第一税务所出具的完税证明，黄学英已就上述股权转 让事项缴纳了个人所得税5,882,051.40 元。 （2）报告期内第一次增资 2021年2月25日，赛分有限召开股东会并作出决议，同意公司注册资本增 加342.6769万元至2,750.6769万元。新增的342.6769万元注册资本由国寿疌泉、 复星惟盈、唐斌、张敏以人民币 1.85亿元认购。 2021年2月26日，国寿疌泉、复星惟盈、唐斌、张敏与发行人签署了《关 于苏州赛分科技有限公司之增资协议》。 本次增资具体情况如下： 认缴出资额 增资价格 增资金额 序号 股东姓名/名称 出资方式 （万元） （元/注册资本） （万元） 1 国寿疌泉 250.0615 13,500.0000 货币 2 复星惟盈 89.0431 4,807.1429 货币 53.99 3 唐斌 2.1169",持股比例未披露，保留空值|股份数/出资额均未披露，进入复核
