sample_id,stock_code,company_short,pdf_name,page,section_hint,hit_keywords,snippet
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,147,toc,目录,包头天和磁材科技股份有限公司招股说明书1-1-146序号文件名称颁布部门颁布时间主要相关内容目录（2024年）》9《战略性新兴产业重点产品和服务指导目录》国家发展和改革委员会2018年9月（修订）将稀土永磁材料列入“3新材料产业”之“3.1新型功能材料产业”中的“3.1.3稀土功能材料：高性能稀土（永）磁性材料及其制品”领域，进行鼓励与扶持10《“十三五”材料领域科技创新专项规划》科学技术部2017年4月（1）材料是经济建设、社会进步和国家安全的物质基础和先导，是国民经济的基础，具有举足轻重的地位。（2）坚持把握材料科技创新发展的新态势，以增强材料领域原始创新能力为核心，强化材料的基础创新能力，提高全链条贯通、集成和应用水平，支撑供给侧结构性改革和经济社会可持续健康发展。（3）针对制约材料发展的瓶颈和薄弱环节，加快转型升级和提质增效，切实提高产业的核心竞争力和可持续发展能力。（4）通过基础材料的设计开发、制造流程及工艺优化等关键技术和国产化装备的重点突破，实现重点基础材料产品的高性能和高附加值、绿色高效低碳生产。（5）稀土此功能材料定位在七大发展重点中的“新型功能与智能材料”领域，进行重点扶持11《“十三五”节能减排综合工作方案》国务院2017年1月（1）牢固树立创新、协调、绿色、开放、共享的发展理念，以提高能源利
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,159,toc,目录,。整体而言，我国稀土永磁材料行业不存在明显的季节性特征。3、行业发展趋势（1）高性能稀土永磁材料的市场需求及市场份额将加速扩大近年来，党和国家坚持创新、协调、绿色等发展理念，深入推进创新驱动型战略和可持续发展战略。随着《国家创新驱动发展战略纲要》、《“十三五”国家战略性新兴产业发展规划》、《“十三五”节能减排综合工作方案》、《战略性新兴产业重点产品和服务指导目录》等一系列政策的落地实施，以及“2060碳中和”目标指导下低碳经济的蓬勃发展，我国产业结构不断优化，汽车、3C消费电子、节能家电等行业产品换代与产业升级趋势明显，新能源汽车、风力发电、智能制造、轨道交通、航空航天等战略性新兴产业亦加速成长。稀土永磁材料具有无源（无需额外耗费电能提供外加磁场）、无接触（隔空使用，磨损小）、结构简单（节省附加材料与空间，体积小、重量轻）、节能环保（电磁转换过程中能量损耗小）及稳定可靠（维护简单，寿命长）等优点，成为汽车EPS核心部件及ABS系统、3C消费电子设备、节能电梯永磁同步曳引机、变频空调压缩机、新能源汽车永磁驱动电机、永磁直驱风机、机器人高精度伺服电机、轨道交通牵引电机、航空航天用直流电机等关键组件必须的核心材料。前述行业不断扩张、升级的同时，对稀土永磁材料的磁能积、矫顽力、剩磁等磁性能的要求越来越高，与之相匹配的高性能稀土永磁材料的市场需求将加速扩大。未来，高性能稀土永磁材料的产销量将保持高速增长，市场份额有望加速提升。
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,174,toc,目录,"的研发，增强磁体耐腐蚀性与环保性，同时控制相关成本（六）行业发展的有利因素与不利因素1、行业发展的有利因素（1）国家政策的有力推动近年来，国家陆续出台了一系列指导、促进稀土永磁材料等新材料产业良性发展的法律法规和政策，对公司所处的稀土永磁材料行业发展产生了有力的推动作用。材料产业是国民经济的基础21，根据《新材料产业发展指南》、《重点新材料首批次应用示范指导目录（2024年版）》、《战略性新兴产业重点产品和服务指导目录（2016版）》等文件，新材料产业的三大重点发展方向为先进基础材料、关键战略材料和前沿新材料，稀土永磁材料作为其中的关键战略材料，受到重点扶持与鼓励。各级政府机关陆续发布、落实配套政策，“集中力量、加紧部署，推进材料先行、产用结合”22，一方面促进完善行业标准、健全产业体系，“提高全链条贯通、集成和应用水平”23，持续有力推动稀土永磁材料产业规模化、产业化、体系化发展，促进行业加速壮大，另一方面“以增强材料领域原始创新能力为核心”，扶持、鼓励具有较强研发、创新能力的企业成长，促进相关产业结构升级和技术更新换代。当前，“碳中和”已经成为世界各国发展的重要目标。日本、韩国、新西兰、法国、加拿大、丹麦、南非、智利等国陆续提出到2050年实现“碳中和”，推21引用自《“十三五”材料领域科技创新专项规划》，科学技术部，2017年4月14日.22引用自《新材料产业发展指南》,工业和信息化部、国家发展和改革委员会、科学技术部、财政部,2016年12月30日.23引用自《“十三五”材料领域科技创新专项规划》，科学技术部，2017年4月14日."
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,188,toc,目录,"生产与产业化应用，产品性能及核心技术整体居国内先进水平。公司研发中心获评国家企业技术中心，自主申报的高性能钐钴稀土永磁关键技术与产业化项目荣获2020年度全国稀土科学技术奖二等奖，稀土永磁材料产品2019年度、2020年度连续被认定为内蒙古自治区新材料首批次产品。公司主导产品烧结钕铁硼的内禀矫顽力和最大磁能积之和可达84（20℃），显著高于《中国高新技术产品目录（2006）》中内禀矫顽力和最大磁能积之和为60的高性能钕铁硼永磁材料判定标准。公司系中国稀土行业协会理事、全国稀土标准化技术委员会委员、国家新材料测试评价平台稀土行业中心首届理事，拥有国家企业技术中心、内蒙古自治区重点实验室、内蒙古钕铁硼稀土永磁材料工程技术研究中心、内蒙古自治区企业技术中心、内蒙古自治区高性能稀土永磁材料企业重点实验室等科研平台，并参股设立了由国家工业和信息化部牵头发起的唯一国家级稀土功能材料创新中心“国瑞科创稀土功能材料有限公司”。截至2024年8月27日，公司拥有专利105项，其中美国、欧洲、日本等国家和地区47项，国内58项。②生产能力优势多年来，公司以核心技术为依托，紧贴供给侧改革与产业转型升级趋势，持续围绕下游前沿领域和新兴产业的应用场景与发展需求，配套提供高性能烧结钕铁硼、烧结钐钴材料，形成了较强的生产能力。从生产规模上看，公司下设稀土永磁材料制造分厂8个，共14个车间，其生产内容相互配套、生产工序相互衔接，涵盖熔炼、氢碎、烧结、机械加工、晶界扩散、表面处理等烧结钕铁硼及钐钴生产过程的全部环节。2023年，公司烧结钕铁硼毛坯产量达8,200余吨，整体规模居行业前列。根据中国稀土行业协会磁性"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,206,shareholder,持有发行人,"11,964.307.284宁波复能稀土新材料股份有限公司镝铁、镨钕、铽等10,462.836.375山东南稀金石新材料有限公司镝铁、镨钕、铽等6,545.133.98合计128,044.7777.91注：前五大供应商为当期采购金额占比排名前五的供应商，受同一最终控制方控制的供应商已合并计算采购金额。本公司董事、监事、高级管理人员、核心技术人员、主要关联方或持有发行人5%以上股份的股东均不拥有上述供应商的权益。报告期内，公司对前五大供应商的采购额占总采购额的比重分别为77.91%、85.21%、85.98%及88.84%，占比稳定较高。因上游稀土行业内，头部大集团、大企业持续整合，集中度较高，导致稀土永磁材料行业企业的原材料采购渠道普遍相对集中，原材料供应商集中度较高为行业普遍现象。"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,234,toc,目录,其他资产许可给其他方使用的情形，亦不存在作为被许可方使用他人资产的情况。（五）特许经营权情况截至本招股说明书签署日，公司不存在特许经营情况。（六）生产经营所必要的审批、认证（含合格供应商认证）、备案取得情况1、发行人生产产品无需取得特殊的行业许可根据《中华人民共和国工业产品生产许可证管理条例》、《强制性产品认证管理规定》及《市场监管总局关于优化强制性产品认证目录的公告》等法规规定，发行人所生产的产品无需取得工业产品生产许可证、无需实施强制性产品认证。根据《安全生产许可证条例（2014修订）》、《基础设施和公用事业特许经营管理办法》及《国民经济行业分类（GB/T4754-2017）》的规定，发行人处于“C3985电子专用材料制造”之磁性材料行业，不属于按照法规规定需要实行安全生产许可制度及特许经营的企业。综上，发行人生产产品无需取得特殊的行业许可。2、审批、认证及备案发行人及其子公司在采购、生产和销售环节需获得的审批、认证、备案等事项如下表所示：主要环节主体获得的审批、认证、备案主要依据生产环节发行人安全生产标准化三级企业《中华人民共和国安全生产法（2021修正）》发行人排污许可证《中华人民共和国环境保护法》《排污许可管理办法（试行）》发行人城镇污水排入排水管网许可证《城镇污水排入排水管网许可管理办法（2022修正）》发行人建设项目的环境影响评价《中华人民共和国环境影响评价法（2018修正）》《建设项目环境保护管理条例（2017修订）》
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,236,toc,目录,建立相关补偿修正系数，并持续在量产条件下对各种工艺参数与实验结果进行放大分析，与后端工序的配套技术、工艺进行双向调整，形成了多元成分调控技术。磁性能始终是评价稀土永磁材料技术先进性的核心标准，内禀矫顽力与最大磁能积之和则是磁性能的关键指标。凭借多元成分调控等技术，公司主导产品烧结钕铁硼的内禀矫顽力和最大磁能积之和可达84（20℃），显著高于《中国高新技术产品目录（2006）》中内禀矫顽力和最大磁能积之和为60的高性能钕铁硼永磁材料判定标准，综合磁性能达到行业先进水平。目前，公司已经形成十五大系列（包括烧结钕铁硼八大系列N、M、H、SH、UH、EH、AH、DH及烧结钐钴七大系列XG、XGH、XGSL、XGSM、XGS、XGSH、XGSLT）逾百种牌号的产品体系，建立了完善的产品配方库，可快速响应多个应用领域和组件的配套需求。针对主导产品烧结钕铁硼，公司多元成分调控技术的实现的关键性成果包括但不限于：第一，高性能。通常，配方中的基本成分具有较高剩磁，但内禀矫顽力低；中重稀土元素及微量元素的添加可以提高矫顽力与温度系数，但可能抑制最大磁能积与剩磁。公司根据不同应用场景下的磁性能需求侧重，差异化调配基本元素
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,256,employee_platform,员工持股平台,保留索赔、仲裁、诉讼等权利；公司与核心技术人员均签署了《保密与竞业限制协议》，明确约定了机密信息的保密机制、发明创造的权属划分、非竞争义务等，有效防范核心技术对外泄露的风险。公司对研发技术人员建立了有效的激励机制，保证其在技术职务方面具有畅通的晋升渠道和较大的发展空间。公司还鼓励公司员工在生产、技术、管理等领域持续创新，并对产生的效益进行奖励。同时，公司通过员工持股平台对核心技术人员进行激励，将其个人利益与公司长远发展有效结合，保证核心技术团队的长期稳定。报告期内，公司核心技术人员未发生重大不利变化。（2）研发模式公司长期致力于稀土永磁材料的研究开发与技术创新，根据国家战略部署、
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,269,history,股权转让,称“天之和公司”）、启航（香港）科技有限公司、EuroCoreMagneticsKft.和TianheMagneticsTechnologyGmbH。截至报告期末，纳入合并范围的子公司的主要情况如下：子公司名称主要经营地注册地业务性质持股比例（%）取得方式直接间接包头市天之和磁材设备制造有限公司内蒙古包头稀土高新区稀土产业园机器制造、维修100.000.00股权转让启航（香港）科技有限公司中国香港中国香港磁性材料销售、进出口贸易100.000.00设立EuroCoreMagneticsKft.匈牙利布达佩斯匈牙利磁性材料及其装配件相关技术研发、进出口贸易、仓储、分销0.00100.00设立TianheMagneticsTechnologyGmbH德国哈瑙德国钕铁硼产品的生产与销售100.000.00设立四、财务报表的编制基础（一）编制基础公司财务报表以持续经营为基础，根据实际发生的交易和事项，按照财政部颁布的《企业会计准则》及相关规定，并基于本招股说明书“第六节财务会计信息与管理层分析”之“五、报告期内采用的主要会计政策和会计估计”所述会计政策和会计估计编制。（二）持续经营公司管理层综合考虑了宏观政策风险、市场经营风险、目前和长期的盈利能力、偿债能力、财务弹性以及管理层改变经营政策的意向等因素，认为公司自报告期末起12个月内不存在影响持续经营能力的事项。五、报告期内采用的主要会计政策和会计估计公司根据重要性原则，结合公司经营活动特点及关键审计事项等，列示对公司财务状况和经营成果有重大影响的会计政策和会计估计，全部会计政策和会计
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,282,special_terms,回购,持有方之间达成的所有条款和条件。如果集团作为一个整体由于该工具而承担了交付现金、其他金融资产或者以其他导致该工具成为金融负债的方式进行结算的义务，则该工具应当分类为金融负债。金融工具或其组成部分属于金融负债的，相关利息、股利（或股息）、利得或损失，以及赎回或再融资产生的利得或损失等，本公司计入当期损益。金融工具或其组成部分属于权益工具的，其发行（含再融资）、回购、出售或注销时，本公司作为权益的变动处理，不确认权益工具的公允价值变动。（7）金融资产和金融负债的抵销本公司的金融资产和金融负债在资产负债表内分别列示，不相互抵销。但同时满足下列条件时，以相互抵销后的净额在资产负债表内列示：①本公司具有抵销已确认金额的法定权利，且该种法定权利是当前可执行的；②本公司计划以净额结算，或同时变现该金融资产和清偿该金融负债。（十）存货本公司存货主要包括原材料、在产品、库存商品、合同履约成本-发出商品等。存货实行永续盘存制，存货在取得时按实际成本计价；领用或发出存货，采用加权平均法确定其实际成本。低值易耗品和包装物采用一次转销法进行摊销。在资产负债表日，本公司存货按照成本与可变现净值孰低进行计量。当可变现净值低于存货成本时，提取存货跌价准备。存货跌价准备按照单个项目的成本高于可变现净值的差额提取。可变现净值是指日常生产经营活动中，存货的估计售价减去至完工时估计将要发生的成本、估计要发生的销售费用及相关税费后的金额。在确定存货的可变现净值时，以取得的可靠确凿证据为基础，同时考虑持有存货的目的及资产负债表日后事项的影响。
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,309,shareholder,发行人股东,"0.13%60.41%59.19%财务指标2024年1-6月2023年度2022年度2021年度应收账款周转率（次/年）2.255.206.014.21存货周转率（次/年）0.841.882.682.99息税折旧摊销前利润（万元）11,621.0528,698.0231,901.6221,107.33利息保障倍数（倍）8.366.979.3011.88归属于发行人股东的净利润（万元）6,557.3916,880.5822,283.9014,304.18归属于发行人股东扣除非经常性损益后的净利润（万元）6,696.9716,146.7619,063.8213,803.08研发投入占营业收入的比例（%）3.553.504.574.18每股经营活动产生的现金流量（元/股）0.731.22-2.66-0.10每股净现金流量（元/股）0.56-0.190.44-0.04归属于发行人股东的每股净资产（元/股）6.356.025.164.03上述财务指标计算公式如下：1、流动比率＝流动资产／流动负债2、速动比率＝（流动资产-存货）／流动负债3、资产负债率＝（负债总额/资产总额）×100%4、应收账款周转率＝营业收入/平均应收账款账面价值（计算口径为应收账款及合同资产的平均账面价值）5、存货周转率＝营业成本/平均存货账面价值6、息税折旧摊销前利润＝利润总额+利息费用+折旧＋摊销7、利息保障倍数＝息税折旧摊销前利润／利息支出8、每股经营活动产生的现金流量＝经营活动净现金流量／期末股本总额9、每股净现金流量＝现金及现金等价物净增加额／期末股本总额（二）净资产收益率和每股收益项目加权平均净资产收益率"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,310,special_terms,回购,：1、加权平均净资产收益率=P0/（E0＋NP÷2＋Ei×Mi÷M0–Ej×Mj÷M0±Ek×Mk÷M0）其中：P0分别对应于归属于公司普通股股东的净利润、扣除非经常性损益后归属于公司普通股股东的净利润；NP为归属于公司普通股股东的净利润；E0为归属于公司普通股股东的期初净资产；Ei为报告期发行新股或债转股等新增的、归属于公司普通股股东的净资产；Ej为报告期回购或现金分红等减少的、归属于公司普通股股东的净资产；M0为报告期月份数；Mi为新增净资产次月起至报告期期末的累计月数；Mj为减少净资产次月起至报告期期末的累计月数；Ek为因其他交易或事项引起的、归属于公司普通股股东的净资产增减变动；Mk为发生其他净资产增减变动次月起至报告期期末的累计月数。2、基本每股收益=P0÷S，S=S0＋S1＋Si×Mi÷M0–Sj×Mj÷M0-Sk其中：P0为归属于公司普通股股东的净利润或扣除非经常性损益后归属于普通股股东的净利润；S为发行在外的普通股加权平均数；S0为期初股份总数；S1为报告期因公积金转增股本或股票股利分配等增加股份数；Si为报告期因发行新股或债转股等增加股份数；Sj为报告期因回购等减少股份数；Sk为报告期缩股数；M0报告期月份数；Mi为增加股份次月起至报告期期末的累计月数；Mj为减少股份次月起至报告期期末的累计月数。3、稀释每股收益=P1/（S0＋S1＋Si×Mi÷M0–Sj×Mj÷M0–Sk+认股权证、股份期权、可转换债券等增加的普通股加权平均数）其中：P1为归属于公司普通股股东的净利润或扣除非经常性损益后归属于公司普通股股东的净利润，并考虑稀释性潜在普通股对其影响，按《企业会
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,379,shareholder,持有发行人,"包头天和磁材科技股份有限公司招股说明书1-1-378款余额合计分别为15,115.00万元、14,452.82万元、18,509.45万元和29,966.51万元，占各期末应收账款余额的比例分别为30.53%、28.13%、32.52%和48.41%。报告期内，公司董事、监事、高级管理人员和核心技术人员、主要关联方或持有发行人5%以上股份的股东与报告期各期末应收账款主要客户不存在关联关系。5）期后回款情况分析截至2024年7月末，公司报告期各期末应收账款回款情况如下：单位：万元项目2024.6.302023.12.312022.12.312021.12.31应收账款余额61,913.5456,921.2051,389.6049,512.86截至2024年7月31日回款金额20,907.7052,665.0849,244.0648,632.66期后回款比例33.77%92.52%95.82%98.22%公司的销售信用期主要包括60天、90天、120天等。截至2024年8月31日，公司报告期各期末应收账款的已回款比例分别为98.22%、95.82%、92.52%和33.77%，除2024年6月末部分款项尚在信用期内，其余大部分均已收回。2021年至2024年6月末，公司营业收入显著增长，期末应收账款余额随之增加。公司高度重视对应收账款回款的管理，坚持实施并不断完善客户信用政策，密切跟踪客户回款进度、合理控制应收账款回收，报告期各期末应收账款账龄合理，回款情况良好。报告期内，公司信用政策整体稳定，不存在放宽信用期拓展销售的情况。6）应收款项占"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,382,shareholder,持有发行人,"包头天和磁材科技股份有限公司招股说明书1-1-381持有发行人5%以上股份的股东与报告期各期末预付账款主要供应商不存在关联关系。（5）其他应收款1）其他应收款余额情况报告期各期末，公司其他应收款余额情况如下：单位：万元项目2024.6.302023.12.312022.12.312021.12.31其他应收款项1,562.101,603.571,889.98182.63减：坏账准备771.69772.52849.5477.83合计790.41831.051,040.44104.802021年末、2022年末、2023年末和2024年6月末，公司其他应收款金额分别为104.80万元、1,040.44万元、831.05万元和790.41万元，占流动资产的比例分别为0.07%、0.53%、0.35%和0.34%，比重较低。2）其他应收款分类情况报告期各期末，公司其他应收款余额按款项性质分类情况如下：单位：万元款项性质2024.6.302023.12.312022.12.312021.12.31金额比例（%）金额比例（%）金额比例（%）金额比例（%）合同解除退款1,377.0788.161,377.0785.881,534.0081.17--保险赔付----249.4413.20--"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,384,shareholder,持有发行人,"包头天和磁材科技股份有限公司招股说明书1-1-383单位名称款项性质是否关联方金额（万元）占账面余额比例（%）东方电气股份有限公司保证金非关联方22.841.46包头高新稀土科技发展有限公司保证金非关联方20.001.28合计--1,535.0798.27报告期内，公司董事、监事、高级管理人员和核心技术人员、主要关联方或持有发行人5%以上股份的股东与报告期各期末其他应收款主要往来单位不存在关联关系。（6）存货1）存货金额情况单位：万元项目2024.6.302023.12.312022.12.312021.12.31存货账面价值138,164.30121,492.93119,432.2961,921.58存货账面价值占流动资产的比例（%）58.8051.7560.5943.78存货是公司流动资产的重要构成部分。报告期各期末，公司存货账面价值分别为61,921.58万元、119,432.29万元、121,492.93万元和138,164.30万元，呈上升趋势；占流动资产的比重分别为43.78%、60.59%、51.75%和58.80%，2022年较2021年上升，2023年出现下降，2024年6月末有所回升。2）存货总体构成情况报告期各期末，公司存货的构成如下表所示：单位：万元项目2024.6.302023.12.312022.12.312021.12.31账面余额比例（%）账面余额比例（%）账面余额比例（%）账面余额比例（%）原材料26,694.4119.0323,787.9419.3127,416.4922.696,149.429.84在产"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,423,toc,目录,商的发展目标具有一致性和延续性。五、募集资金投资项目的市场前景及发展趋势（一）高性能稀土永磁材料的市场需求及市场份额将加速扩大近年来，党和国家坚持创新、协调、绿色等发展理念，深入推进创新驱动型战略和可持续发展战略。随着《国家创新驱动发展战略纲要》、《“十三五”国家战略性新兴产业发展规划》、《“十三五”节能减排综合工作方案》、《战略性新兴产业重点产品和服务指导目录》等一系列政策的落地实施、《十四五规划和2035年远景目标纲要》指引下各地产业发展规划的逐步推进，以及“2060
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,426,toc,目录,"目，项目建成后，公司将新增年产2,000吨高性能钕铁硼永磁材料的生产能力，保障公司继续提升在新能源汽车及汽车零部件、风力发电、节能家电、3C消费电子、轨道交通及智能制造等相关领域的市场占有率。2、项目建设的可行性本项目生产的高性能稀土永磁材料的重点应用领域包括新能源汽车及汽车零部件、风力发电、节能家电、3C消费电子、轨道交通及智能制造等。在《产业结构调整指导目录（2019年本）》（中华人民共和国国家发展和改革委员会"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,427,toc,目录,显现。自动化生产线缩短了生产周期，提高了生产效率，能够满足客户快速交货、快速响应的需求，有利于企业参与市场竞争。本项目的成功实施可有效缩短产品生产周期，为产品抢占市场提供时间保证。同时，制造自动化技术能够提高生产效率，减少日益增高的劳动力消耗和使用，帮助企业降低生产成本、提高经济效益。2、项目建设的可行性本项目生产的高性能稀土永磁材料，符合《产业结构调整指导目录》（2019年本）中“鼓励类”的第九类：“有色金属”中的第5条-交通运输、高端制造及其他领域有色金属新材料。《“十三五”国家战略性新兴产业发展规划》指出：推动人工智能技术在各领域应用，鼓励各行业加强与人工智能融合，逐步实现智能化升级。大力发展智能制造系统，加快推动新一代信息技术与制造技术的深度
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,429,toc,目录,",000吨新能源汽车用高性能钕铁硼产业化项目，将加快本地优势资源的转化，延伸产品产业链条，公司的跨跃式发展，必然快速拉动汽车业、节能降耗领域、电力行业、机电产业的发展。对高性能稀土永磁材料的需求，尤其是高性能钕铁硼材料的需求，也将迅速增长，带动相关行业发展将具有重要的意义。2、项目建设的可行性本项目生产的高性能钕铁硼为高性能稀土磁性材料，在《产业结构调整指导目录（2019年本）》中被列为鼓励类产业项目。钕铁硼永磁材料属于新一代高性能磁性材料，而高性能钕铁硼永磁材料是新一代钕铁硼永磁材料中的高档次产品，因此，本项目的建设符合国家产业政策。同时，新能源汽车产品的燃料电池系统、电机及核心零部件、稀土功能材料，均属于《战略性新兴产业重点产品和服务指导目录》（2016版）中的内容。符合《内蒙古自治区国民经济和社会发展第十四个五年规划和2035年远景目标纲要》，符合《包头市国民经济和社会发展第十四个五年规划和二○三五年远景目标》以及《包头稀土高新技术产业开发区稀土产业“十四五”发展规划》。公司的生产工艺具有长期的技术积累，能够为公司实施该项目提供良好的技"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,445,history,历史沿革;出资比例,察后，发现现有生产厂房不具备生产条件，截至本招股说明书签署日，政府指定的生产厂房仍不具备生产条件，故安徽恒山设立至今，一直无实际经营业务。考虑到安徽恒山是否能够实现生产经营事项具有重大不确定性，安徽恒山拟不再从事磁性材料设备制造业务并启动企业注销程序。安徽恒山成立后一直无实际经营具有合理性。安徽恒山已于2023年8月14日注销。（二）前述企业的实际经营业务、历史沿革、资产、人员、业务和技术等方面与发行人的关系，业务是否具有替代性、竞争性、是否有利益冲突，销售渠道、主要客户及供应商的重叠情况，是否影响发行人的独立性等，充分论证上述企业是否与发行人构成同业竞争1、天和盈亚（1）历史沿革以及与发行人关系2003年9月15日，天津天和作出股东会决议，同意通过公司章程，公司注册资本为500万元，分别由袁文杰认缴出资280万元，陈雅认缴出资90万元，范跃林认缴出资40万元，翟勇认缴出资40万元，沈强认缴出资35万元，周拴柱认缴出资15万元。天津天和设立时的股权结构如下：序号股东姓名认缴出资（万元）实缴出资（万元）出资比例1袁文杰28028056%2陈雅909018%3范跃林40408%4翟勇40408%5沈强35357%6周拴柱15153%合计500500100%
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,446,history,股权转让;出资比例,"认缴16万元。2016年1月4日，天津天和作出股东会决议，同意天津天和磁材技术有限公司名称变更为天津天和盈亚科技有限公司。2016年7月16日，天和盈亚作出股东会决议，同意袁文杰将其持有的天和盈亚1,300万元出资额（占比26%）转让给袁擘，将其持有的天和盈亚900万元出资额（占比18%）转让给袁易，其他股东放弃优先购买权。同日，袁文杰与袁擘、袁易分别签署《股权转让协议》，该次转让为无偿转让。该次变更后，天和盈亚的股权结构如下：序号股东姓名认缴出资（万元）实缴出资（万元）出资比例1袁擘1,8001,80036%"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,447,shareholder,持有发行人;出资比例,"-1-446序号股东姓名认缴出资（万元）实缴出资（万元）出资比例2袁易90090018%3陈雅90090018%4袁文杰70070014%5范跃林2002004%6翟勇2002004%7沈强2002004%8周拴柱1001002%合计5,0005,000100%该次变更后，天和盈亚的股权结构未发生变动。天和盈亚为发行人控股股东，天和盈亚的全部股东亦直接或间接持有发行人的股份。（2）实际经营业务、资产、人员、业务和技术等方面与发行人的关系，业务是否具有替代性、竞争性、是否有利益冲突，销售渠道、主要客户及供应商的重叠情况，是否影响发行人的独立性等，充分论证上述企业是否与发行人构成同业竞争天和盈亚于2003年9月成立，主要从事磁性材料相关业务；为彻底解决同业竞争问题，2015年开始天和盈亚全面停止磁性材料相关业务，原核心人员陆续入职发行人；2015年及2016年，天和盈亚亦陆续将其持有的全部商标、专利转让给发行人。全面停止磁性材料相关业务后，天和盈亚主要从事房屋出租业务。报告期内，天和盈亚实际经营业务为房屋出租，与发行人在资产、人员、业务和技术方面完全独立，不存在实物资产混用、共用专利等知识产权、人员混同、技术共用等情形；天和盈亚业务与发行人的主营业务无关，不存在替代性、竞争性，不存在利益冲突，亦不存在销售渠道、主要客户及供应商的重叠情况，不影响发行人的独立性，与发行人不构成同业竞争。"
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,448,shareholder,持有发行人;历史沿革;出资比例,股东姓名认缴出资（万元）出资比例1袁文杰239.965646.96%2张洁106.645720.87%3佟文昌106.645720.87%4翟勇57.743011.30%合计511.0000100.00%该次变更后，太原天和股权结构未发生变动。太原天和为实际控制人袁文杰控制的企业，其股东袁文杰、翟勇亦为发行人的直接或间接股东，股东张洁、佟文昌不存在直接或间接持有发行人股份的情况。（2）实际经营业务、资产、人员、业务和技术等方面与发行人的关系，业务是否具有替代性、竞争性、是否有利益冲突，销售渠道、主要客户及供应商的
MB001,603072,天和磁材,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,449,history,历史沿革;出资比例,主要从事房屋出租业务。报告期内，太原天和实际经营业务为房屋出租，与发行人在资产、人员、业务和技术方面完全独立，不存在实物资产混用、共用专利等知识产权、人员混同、技术共用等情形；太原天和业务与发行人的主营业务无关，不存在替代性、竞争性，不存在利益冲突，亦不存在销售渠道、主要客户及供应商的重叠情况，不影响发行人的独立性，与发行人不构成同业竞争。3、恒山机电（1）历史沿革以及与发行人关系2002年8月，恒山机电设立，设立时的股权结构如下：序号股东名称认缴出资（万元）出资比例1袁文斌206.2784.965%2张秀花6.002.471%3杨付生5.002.059%4李乃成5.502.266%5袁文建3.001.236%6张志刚2.501.029%7梁润生0.300.124%8杜丽娟0.500.206%9杨宗义1.000.412%10李顺义1.000.412%11李新荣1.000.412%12齐成龙1.000.412%13康立中0.300.124%14鲁永禄1.000.412%15郑秀峰0.800.330%
