company_key,source_group,sample_id,stock_code,company_name,company_short,exchange,board,listing_date,ipo_year,prospectus_date,source_platform,source_page_url,prospectus_url,local_pdf_path,local_text_path,source_status,source_level,page_count,file_size_mb,keyword_hit_count,keyword_hit_summary,week12_role,recommended_action
STAR-688479,cninfo_star_pdf_log,STAR-688479,688479,用友汽车信息科技(上海)股份有限公司,友车科技,SSE,科创板,2023-05-11,2023,2023-05-08,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-08/1216760717.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688479_友车科技/688479_友车科技_招股说明书_1216760717.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.24,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688480,cninfo_star_pdf_log,STAR-688480,688480,赛恩斯环保股份有限公司,赛恩斯,SSE,科创板,2022-11-25,2022,2022-11-22,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-11-22/1215168308.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688480_赛恩斯/688480_赛恩斯_招股说明书_1215168308.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.01,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688484,cninfo_star_pdf_log,STAR-688484,688484,上海南芯半导体科技股份有限公司,南芯科技,SSE,科创板,2023-04-07,2023,2023-03-30,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-03-30/1216260515.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688484_南芯科技/688484_南芯科技_招股说明书_1216260515.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.96,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688485,cninfo_star_pdf_log,STAR-688485,688485,北京九州一轨环境科技股份有限公司,九州一轨,SSE,科创板,2023-01-18,2023,2023-01-13,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-01-13/1215592327.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688485_九州一轨/688485_九州一轨_招股说明书_1215592327.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.22,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688486,cninfo_star_pdf_log,STAR-688486,688486,龙迅半导体(合肥)股份有限公司,龙迅股份,SSE,科创板,2023-02-21,2023,2023-02-14,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-02-14/1215857090.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688486_龙迅股份/688486_龙迅股份_招股说明书_1215857090.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.71,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688489,cninfo_star_pdf_log,STAR-688489,688489,三未信安科技股份有限公司,三未信安,SSE,科创板,2022-12-02,2022,2022-11-29,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-11-29/1215222558.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688489_三未信安/688489_三未信安_招股说明书_1215222558.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.30,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688496,cninfo_star_pdf_log,STAR-688496,688496,苏州清越光电科技股份有限公司,*ST清越,SSE,科创板,2022-12-28,2022,2022-12-23,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-12-23/1215430371.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688496_ST清越/688496_ST清越_招股说明书_1215430371.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.51,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688498,cninfo_star_pdf_log,STAR-688498,688498,陕西源杰半导体科技股份有限公司,源杰科技,SSE,科创板,2022-12-21,2022,2022-12-16,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-12-16/1215368028.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688498_源杰科技/688498_源杰科技_招股说明书_1215368028.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.62,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688499,cninfo_star_pdf_log,STAR-688499,688499,广东利元亨智能装备股份有限公司,利元亨,SSE,科创板,2021-07-01,2021,2021-06-25,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-06-25/1210330088.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688499_利元亨/688499_利元亨_招股说明书_1210330088.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.51,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688502,cninfo_star_pdf_log,STAR-688502,688502,南京茂莱光学科技股份有限公司,茂莱光学,SSE,科创板,2023-03-09,2023,2023-03-02,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-03-02/1216025734.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688502_茂莱光学/688502_茂莱光学_招股说明书_1216025734.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.98,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688503,cninfo_star_pdf_log,STAR-688503,688503,常州聚和新材料股份有限公司,聚和材料,SSE,科创板,2022-12-09,2022,2022-12-06,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-12-06/1215283900.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688503_聚和材料/688503_聚和材料_招股说明书_1215283900.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,4.83,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688506,cninfo_star_pdf_log,STAR-688506,688506,四川百利天恒药业股份有限公司,百利天恒,SSE,科创板,2023-01-06,2023,2022-12-30,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-12-30/1215485053.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688506_百利天恒/688506_百利天恒_招股说明书_1215485053.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.68,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688507,cninfo_star_pdf_log,STAR-688507,688507,上海索辰信息科技股份有限公司,索辰科技,SSE,科创板,2023-04-18,2023,2023-04-12,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-04-12/1216381193.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688507_索辰科技/688507_索辰科技_招股说明书_1216381193.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.24,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688512,cninfo_star_pdf_log,STAR-688512,688512,广州慧智微电子股份有限公司,慧智微,SSE,科创板,2023-05-16,2023,2023-05-10,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-10/1216782350.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688512_慧智微/688512_慧智微_招股说明书_1216782350.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.77,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688515,cninfo_star_pdf_log,STAR-688515,688515,裕太微电子股份有限公司,裕太微,SSE,科创板,2023-02-10,2023,2023-02-03,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-02-03/1215756518.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688515_裕太微/688515_裕太微_招股说明书_1215756518.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.23,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688522,cninfo_star_pdf_log,STAR-688522,688522,广东纳睿雷达科技股份有限公司,纳睿雷达,SSE,科创板,2023-03-01,2023,2023-02-24,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-02-24/1215952495.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688522_纳睿雷达/688522_纳睿雷达_招股说明书_1215952495.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,3.36,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688523,cninfo_star_pdf_log,STAR-688523,688523,湖南航天环宇通信科技股份有限公司,航天环宇,SSE,科创板,2023-06-02,2023,2023-05-30,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-30/1216934822.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688523_航天环宇/688523_航天环宇_招股说明书_1216934822.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.21,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688525,cninfo_star_pdf_log,STAR-688525,688525,深圳佰维存储科技股份有限公司,佰维存储,SSE,科创板,2022-12-30,2022,2022-12-27,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-12-27/1215456727.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688525_佰维存储/688525_佰维存储_招股说明书_1215456727.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.94,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688530,cninfo_star_pdf_log,STAR-688530,688530,广东欧莱高新材料股份有限公司,欧莱新材,SSE,科创板,2024-05-09,2024,2024-05-06,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2024-05-06/1219973328.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2024/688530_欧莱新材/688530_欧莱新材_招股说明书_1219973328.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.59,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688531,cninfo_star_pdf_log,STAR-688531,688531,日联科技集团股份有限公司,日联科技,SSE,科创板,2023-03-31,2023,2023-03-28,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-03-28/1216236962.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688531_日联科技/688531_日联科技_招股说明书_1216236962.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.07,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688535,cninfo_star_pdf_log,STAR-688535,688535,江苏华海诚科新材料股份有限公司,华海诚科,SSE,科创板,2023-04-04,2023,2023-03-30,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-03-30/1216260520.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688535_华海诚科/688535_华海诚科_招股说明书_1216260520.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.38,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688539,cninfo_star_pdf_log,STAR-688539,688539,南京高华科技股份有限公司,高华科技,SSE,科创板,2023-04-18,2023,2023-04-13,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-04-13/1216392058.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688539_高华科技/688539_高华科技_招股说明书_1216392058.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.15,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688543,cninfo_star_pdf_log,STAR-688543,688543,江西国科军工集团股份有限公司,DR国科军,SSE,科创板,2023-06-21,2023,2023-06-16,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-06-16/1217075582.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688543_DR国科军/688543_DR国科军_招股说明书_1217075582.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.56,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688545,cninfo_star_pdf_log,STAR-688545,688545,湖北兴福电子材料股份有限公司,兴福电子,SSE,科创板,2025-01-22,2025,2025-01-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2025-01-17/1222355547.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2025/688545_兴福电子/688545_兴福电子_招股说明书_1222355547.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.49,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688548,cninfo_star_pdf_log,STAR-688548,688548,广州广钢气体能源股份有限公司,广钢气体,SSE,科创板,2023-08-15,2023,2023-08-10,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-08-10/1217501793.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688548_广钢气体/688548_广钢气体_招股说明书_1217501793.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.00,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688549,cninfo_star_pdf_log,STAR-688549,688549,中巨芯科技股份有限公司,中巨芯,SSE,科创板,2023-09-08,2023,2023-09-01,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-09-01/1217736410.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688549_中巨芯/688549_中巨芯_招股说明书_1217736410.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.41,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688552,cninfo_star_pdf_log,STAR-688552,688552,航天南湖电子信息技术股份有限公司,航天南湖,SSE,科创板,2023-05-18,2023,2023-05-10,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-10/1216782354.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688552_航天南湖/688552_航天南湖_招股说明书_1216782354.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.51,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688562,cninfo_star_pdf_log,STAR-688562,688562,北京神舟航天软件技术股份有限公司,航天软件,SSE,科创板,2023-05-24,2023,2023-05-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-17/1216831258.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688562_航天软件/688562_航天软件_招股说明书_1216831258.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.93,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688563,cninfo_star_pdf_log,STAR-688563,688563,北京航空材料研究院股份有限公司,航材股份,SSE,科创板,2023-07-19,2023,2023-07-14,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-07-14/1217293347.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688563_航材股份/688563_航材股份_招股说明书_1217293347.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.80,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688570,cninfo_star_pdf_log,STAR-688570,688570,北京天玛智控科技股份有限公司,天玛智控,SSE,科创板,2023-06-05,2023,2023-05-31,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-31/1216945571.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688570_天玛智控/688570_天玛智控_招股说明书_1216945571.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.59,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688573,cninfo_star_pdf_log,STAR-688573,688573,深圳市信宇人科技股份有限公司,信宇人,SSE,科创板,2023-08-17,2023,2023-08-11,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-08-11/1217512606.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688573_信宇人/688573_信宇人_招股说明书_1217512606.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.63,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688576,cninfo_star_pdf_log,STAR-688576,688576,重庆西山科技股份有限公司,西山科技,SSE,科创板,2023-06-06,2023,2023-06-01,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-06-01/1216958561.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688576_西山科技/688576_西山科技_招股说明书_1216958561.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.98,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688581,cninfo_star_pdf_log,STAR-688581,688581,杭州安杰思医学科技股份有限公司,安杰思,SSE,科创板,2023-05-19,2023,2023-05-16,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-16/1216821069.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688581_安杰思/688581_安杰思_招股说明书_1216821069.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.08,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688582,cninfo_star_pdf_log,STAR-688582,688582,安徽芯动联科微系统股份有限公司,芯动联科,SSE,科创板,2023-06-30,2023,2023-06-27,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-06-27/1217140982.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688582_芯动联科/688582_芯动联科_招股说明书_1217140982.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.65,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688583,cninfo_star_pdf_log,STAR-688583,688583,思看科技(杭州)股份有限公司,思看科技,SSE,科创板,2025-01-15,2025,2025-01-10,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2025-01-10/1222285798.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2025/688583_思看科技/688583_思看科技_招股说明书_1222285798.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.74,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688584,cninfo_star_pdf_log,STAR-688584,688584,上海合晶硅材料股份有限公司,上海合晶,SSE,科创板,2024-02-08,2024,2024-02-05,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2024-02-05/1219089320.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2024/688584_上海合晶/688584_上海合晶_招股说明书_1219089320.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.33,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688591,cninfo_star_pdf_log,STAR-688591,688591,泰凌微电子(上海)股份有限公司,泰凌微,SSE,科创板,2023-08-25,2023,2023-08-22,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-08-22/1217597420.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688591_泰凌微/688591_泰凌微_招股说明书_1217597420.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.06,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688592,cninfo_star_pdf_log,STAR-688592,688592,上海司南导航技术股份有限公司,司南导航,SSE,科创板,2023-08-16,2023,2023-08-09,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-08-09/1217491807.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688592_司南导航/688592_司南导航_招股说明书_1217491807.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.76,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688593,cninfo_star_pdf_log,STAR-688593,688593,上海新相微电子股份有限公司,新相微,SSE,科创板,2023-06-01,2023,2023-05-29,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-05-29/1216926351.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688593_新相微/688593_新相微_招股说明书_1216926351.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.58,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688602,cninfo_star_pdf_log,STAR-688602,688602,上海康鹏科技股份有限公司,康鹏科技,SSE,科创板,2023-07-20,2023,2023-07-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-07-17/1217309097.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688602_康鹏科技/688602_康鹏科技_招股说明书_1217309097.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.36,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688603,cninfo_star_pdf_log,STAR-688603,688603,上海天承科技股份有限公司,天承科技,SSE,科创板,2023-07-10,2023,2023-07-04,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-07-04/1217203607.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688603_天承科技/688603_天承科技_招股说明书_1217203607.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.10,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688605,cninfo_star_pdf_log,STAR-688605,688605,江苏先锋精密科技股份有限公司,先锋精科,SSE,科创板,2024-12-12,2024,2024-12-06,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2024-12-06/1221941142.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2024/688605_先锋精科/688605_先锋精科_招股说明书_1221941142.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.93,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688609,cninfo_star_pdf_log,STAR-688609,688609,广东九联科技股份有限公司,九联科技,SSE,科创板,2021-03-23,2021,2021-03-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-03-17/1209393690.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688609_九联科技/688609_九联科技_招股说明书_1209393690.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.66,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688610,cninfo_star_pdf_log,STAR-688610,688610,合肥埃科光电科技股份有限公司,埃科光电,SSE,科创板,2023-07-19,2023,2023-07-12,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-07-12/1217274650.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688610_埃科光电/688610_埃科光电_招股说明书_1217274650.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.57,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688612,cninfo_star_pdf_log,STAR-688612,688612,深圳威迈斯新能源(集团)股份有限公司,威迈斯,SSE,科创板,2023-07-26,2023,2023-07-21,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-07-21/1217347548.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688612_威迈斯/688612_威迈斯_招股说明书_1217347548.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.00,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688615,cninfo_star_pdf_log,STAR-688615,688615,上海合合信息科技股份有限公司,合合信息,SSE,科创板,2024-09-26,2024,2024-09-23,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2024-09-23/1221268662.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2024/688615_合合信息/688615_合合信息_招股说明书_1221268662.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.74,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688620,cninfo_star_pdf_log,STAR-688620,688620,广州安凯微电子股份有限公司,安凯微,SSE,科创板,2023-06-27,2023,2023-06-19,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-06-19/1217090148.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688620_安凯微/688620_安凯微_招股说明书_1217090148.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.01,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688621,cninfo_star_pdf_log,STAR-688621,688621,北京阳光诺和药物研究股份有限公司,阳光诺和,SSE,科创板,2021-06-21,2021,2021-06-16,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-06-16/1210239031.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688621_阳光诺和/688621_阳光诺和_招股说明书_1210239031.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.11,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688622,cninfo_star_pdf_log,STAR-688622,688622,广州禾信仪器股份有限公司,*ST禾信,SSE,科创板,2021-09-13,2021,2021-09-07,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-09-07/1210977644.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688622_ST禾信/688622_ST禾信_招股说明书_1210977644.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.24,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
