record_id,stock_code,company_short,source_file,source_record_no,pdf_page,event_date,batch_label,subscriber_name,investor_type_auto,subscription_shares_wan,subscription_amount_wan,subscription_price_yuan,computed_price_yuan,entity_type,subscription_ratio_pct,paid_in_amount_wan,currency,source_evidence,auto_flags
AUTO-SUB-603418-006,603418,友升股份,603418_友升股份.jsonl,6,45,2022/12/19,第2批,安吉璞颉,自然人/其他,148.6667,5000,33.6323,33.6323,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-007,603418,友升股份,603418_友升股份.jsonl,7,45,2022/12/19,第2批,财投晨源,自然人/其他,89.2,3000,33.6323,33.6323,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-008,603418,友升股份,603418_友升股份.jsonl,8,45,2022/12/19,第2批,深圳达晨创程,PE/VC或私募基金,86.5984,2912.5,33.6323,33.6323,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-009,603418,友升股份,603418_友升股份.jsonl,9,45,2022/12/19,第2批,杉创智至,自然人/其他,59.4667,2000,33.6323,33.6323,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-010,603418,友升股份,603418_友升股份.jsonl,10,45,2022/12/19,第2批,杭州达晨创程,PE/VC或私募基金,51.959,1747.5,33.6323,33.6323,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-011,603418,友升股份,603418_友升股份.jsonl,11,45,2022/12/19,第2批,达晨财汇,PE/VC或私募基金,29.7333,1000,33.6323,33.6323,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-012,603418,友升股份,603418_友升股份.jsonl,12,45,2022/12/19,第2批,达晨财智,PE/VC或私募基金,29.7333,1000,33.6323,33.6323,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-603418-013,603418,友升股份,603418_友升股份.jsonl,13,45,2022/12/19,第2批,财智创赢,自然人/其他,10.1093,340,33.6323,33.6324,,,,人民币,"2022 年 12 月 4 日，友升股份召开第一届董事会第十六次会议，审议通过了《关于上海友升铝业股份有限公司增资的议案》，同意增加注册资本至14,480.1333 万元，新增股份的认购价格为 33.6323 元/股，新增股本的认购情况如下： | 序号 | 认购人 | 认购数量（万股） | 认购金额（万元） | 出资方式 | | 1 | 杉晖创业 | 297.3333 | 10,000.00 | 货币 | | 2 | 上海联炻 | 297.3333 | 10,000.00 | 货币 | | 3 | 安吉璞颉 | 148.6667 | 5,000.00 | 货币 | | 4 | 财投晨源 | 89.2000 | 3,000.00 | 货币 | | 5 | 深圳达晨创程 | 86.5984 | 2,912.50 | 货币 | | 6 | 杉创智至 | 59.4667 | 2,000.00 | 货币 | | 7 | 杭州达晨创程 | 51.9590 | 1,747.50 | 货币 | | 8 | 达晨财汇 | 29.7333 | 1,000.00 | 货币 | | 9 | 达晨财智 | 29.7333 | 1,000.00 | 货币 | | 10 | 财智创赢 | 10.1093 | 340.00 | 货币 | 合计 1,100.1333 37,000.00 / 2022 年 12 月 19 日，友升股份召开 2022 年第六次临时股东大会，审议通过了前述议案。2022 年 12 月 19 日，友升股份完成了上述增资的工商变更登记手续，并取得了由上海市市场监督管理局换发的《营业执照》。",
AUTO-SUB-688758-001,688758,赛分科技,688758_赛分科技.jsonl,1,59,2021/10/28,,源峰磐赛,自然人/其他,1571815,20000,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-688758-002,688758,赛分科技,688758_赛分科技.jsonl,2,59,2021/10/28,,珠海峦恒,自然人/其他,628726,8000,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-688758-003,688758,赛分科技,688758_赛分科技.jsonl,3,59,2021/10/28,,高瓴祈睿,PE/VC或私募基金,628726,8000,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-688758-004,688758,赛分科技,688758_赛分科技.jsonl,4,59,2021/10/28,,国药中生,自然人/其他,461846,5876.59,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-688758-005,688758,赛分科技,688758_赛分科技.jsonl,5,59,2021/10/28,,圣成投资,自然人/其他,9699,123.41,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-688758-006,688758,赛分科技,688758_赛分科技.jsonl,6,59,2021/10/28,,国药二期,自然人/其他,155625,1980.2,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-688758-007,688758,赛分科技,688758_赛分科技.jsonl,7,59,2021/10/28,,圣祁投资,自然人/其他,1556,19.8,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-688758-008,688758,赛分科技,688758_赛分科技.jsonl,8,59,2021/10/28,,夏尔巴二期,自然人/其他,392954,5000,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-688758-009,688758,赛分科技,688758_赛分科技.jsonl,9,59,2021/10/28,,甘李药业,自然人/其他,235772,3000,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-688758-010,688758,赛分科技,688758_赛分科技.jsonl,10,59,2021/10/28,,吴征涛,自然人/其他,157182,2000,,0.0127,,,,人民币,"苏州赛分科技股份有限公司 首次公开发行股票并在科创板上市招股说明书 4、2021年 11月，报告期内第二次增资 2021年10月28日，赛分科技召开 2021年第一次临时股东大会，决议同意 赛分科技增发股份 4,243,901 股，新增股份由新增股东源峰磐赛、珠海峦恒、高 瓴祈睿、国药中生、圣成投资、国药二期、圣祁投资、夏尔巴二期、甘李药业、 吴征涛认购。 2021 年 10 月 28 日，上述新增股东与赛分科技签署了《增资协议》。截至 2021年11月，上述新增股东已支付完毕全部增资款。 本次增资具体情况如下： 认购股份 股份价格 认购金额 序号 股东姓名/名称 出资方式 （股） （元/股） （万元） 1 源峰磐赛 1,571,815 20,000.00 货币 2 珠海峦恒 628,726 8,000.00 货币 3 高瓴祈睿 628,726 8,000.00 货币 4 国药中生 461,846 5,876.59 货币 5 圣成投资 9,699 123.41 货币 127.24 6 国药二期 155,625 1,980.20 货币 7 圣祁投资 1,556 19.80 货币 8 夏尔巴二期 392,954 5,000.00 货币 9 甘李药业 235,772 3,000.00 货币 10 吴征涛 157,182 2,000.00 货币 合计 4,243,901 - 54,000.",PDF未直接披露单价，按金额/股份计算|计算单价疑似单位异常，需人工复核
AUTO-SUB-920100-001,920100,三协电机,920100_三协电机.jsonl,1,31-32,2022/9/1,第1批,深圳市稳正景明创业投资企业（有限合伙）,PE/VC或私募基金,352.6786,1580.0001,4.48,4.48,,,,人民币,"2022年6月24日，公司召开第二届董事会第四次会议审议通过了《关于<常州三协电机股份有限公司股票定向发行说明书>的议案》。2022年7月9日，公司召开2022年第一次临时股东大会，审议通过了上述议案。本次股票发行价格为4.48元/股，共发行普通股530.00万股，募集资金总额为2,374.40万元，募集资金用途为补充流动资金。2022年7月29日，全国股转公司就公司本次股票发行事项出具了《关于对常州三协电机股份有限公司股票定向发行无异议的函》（股转函〔2022〕1807号）。2022年8月15日，苏亚金诚出具《验资报告》（苏亚锡验[2022]7号），经审验，截至2022年8月9日，公司已收到稳正景明、长泽创投缴纳的出资款2,374.40万元。本次股票发行新增股份于2022年9月1日在股转系统挂牌并公开转让。（PDF第31-32页） 注：稳正景明与长泽创投的个别认购股数未在招股说明书中单独披露。此处按当前持股比例(经2023年每10股转增3.80股权益分派还原后)反向推算：稳正景明约3,526,786股(占比66.54%)，长泽创投约1,773,214股(占比33.46%)。",
AUTO-SUB-920100-002,920100,三协电机,920100_三协电机.jsonl,2,31-32,2022/9/1,第1批,深圳市稳正长泽创业投资企业（有限合伙）,PE/VC或私募基金,177.3214,794.3999,4.48,4.48,,,,人民币,"2022年6月24日，公司召开第二届董事会第四次会议审议通过了《关于<常州三协电机股份有限公司股票定向发行说明书>的议案》。2022年7月9日，公司召开2022年第一次临时股东大会，审议通过了上述议案。本次股票发行价格为4.48元/股，共发行普通股530.00万股，募集资金总额为2,374.40万元，募集资金用途为补充流动资金。2022年7月29日，全国股转公司就公司本次股票发行事项出具了《关于对常州三协电机股份有限公司股票定向发行无异议的函》（股转函〔2022〕1807号）。2022年8月15日，苏亚金诚出具《验资报告》（苏亚锡验[2022]7号），经审验，截至2022年8月9日，公司已收到稳正景明、长泽创投缴纳的出资款2,374.40万元。本次股票发行新增股份于2022年9月1日在股转系统挂牌并公开转让。（PDF第31-32页） 注：稳正景明与长泽创投的个别认购股数未在招股说明书中单独披露。此处按当前持股比例(经2023年每10股转增3.80股权益分派还原后)反向推算：稳正景明约3,526,786股(占比66.54%)，长泽创投约1,773,214股(占比33.46%)。",
