sample_id,pdf_name,page,keyword,snippet
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,96,私募投资基金,云汉芯城（上海）互联网科技股份有限公司招股说明书95序号股东名称私募基金股东/私募基金管理人是否为三类股东具体情况1力源信息否否系依法设立并有效存续的股份有限公司（股票代码：300184），不属于《私募投资基金监督管理暂行办法》规定的私募投资基金，亦无需按照《私募投资基金登记备案办法》的规定办理备案登记。2芜湖富海是否系私募基金，已按照《私募投资基金登记备案办法》办理了私募基金备案手续（基金编号：SD1578）；其执行事务合伙人芜湖兴安创业投资基金管理有限公司已按照《私募投资基金登记备案办法》办理了私募基金管理人登记手续（登记编号：P1000762）。3国科瑞华是否系私募基金，已按照《私募投资基金登记备案办法》办理了私募基金备案手续（基金编号：SE1802）；其执行事务合伙人中国科技产业投资管理有限公司已按照《私募投资基金登记备案办法》办理了私募基金管理人登记手续（登记编号：P1000510）。4东方富海是否系私募基金，已按照《私募投资基金登记备案办法》办理了私募基金备案手续（基金编号：SD4217）；其执行事务合伙人东方富海（上海）投资管理合伙企业（有限合伙）已按照《私募投资基金登记备案办法》办理了私募基金管理人登记手续（登记编号：P1001155）。5火炬电子否否系依法设立并有效存续的股份有限公司（股票代码603678），不属于《私募投资基金监督管理暂行办法》规定的私募投资基金，亦无需按照《私募投资基金登记备案办法
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,97,私募投资基金,云汉芯城（上海）互联网科技股份有限公司招股说明书96序号股东名称私募基金股东/私募基金管理人是否为三类股东具体情况伙企业（有限合伙）已按照《私募投资基金登记备案办法》办理了私募基金管理人登记手续（登记编号：P1060176）。12CASREVFUND否否系依据开曼群岛法律设立的有限合伙企业，注册号为MC-81821，注册地址为POBox309，UglandHouse，GrandCayman，KY1-1104，CaymanIslands，不属于《私募投资基金监督管理暂行办法》规定的私募投资基金，亦无需按照《私募投资基金登记备案办法》的规定办理备案登记。13中科贵银是否系私募基金，已按照《私募投资基金登记备案办法》办理了私募基金备案手续（基金编号：SD4760）；其执行事务合伙人中国科技产业投资管理有限公司已按照《私募投资基金登记备案办法》办理了私募基金管理人登记手续（登记编号：P1000510）。14富海节能是否系私募基金，已按照《私募投资基金登记备案办法》办理了私募基金备案手续（基金编号：SCZ580）；其执行事务合伙人深圳市富海鑫湾股权投资基金管理企业（有限合伙）已按照《私募投资基金登记备案办法》办理了私募基金管理人登记手续（登记编号：P1020562）。15中小企业基金是否系私募基金，已按照《私募投资基金登记备案办法》办理了私募基金备案手续（基金编号：SR5
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,98,私募投资基金,云汉芯城（上海）互联网科技股份有限公司招股说明书97序号股东名称私募基金股东/私募基金管理人是否为三类股东具体情况P1022337）。21临港投资是否系私募基金，已按照《私募投资基金登记备案办法》办理了私募基金备案手续（基金编号：SW1152）；其执行事务合伙人上海临港松江创业投资管理有限公司已按照《私募投资基金登记备案办法》办理了私募基金管理人登记手续（登记编号：P1063171）。22福建开京否否系依法设立并有效存续的有限责任公司，不属于《私募投资基金监督管理暂行办法》规定的私募投资基金，亦无需按照《私募投资基金登记备案办法》的规定办理备案登记。（八）股东穿透的有关情况截至本招股说明书签署之日，公司共有34名股东，其中自然人股东12名，机构股东22名。公司股东穿透计算情况如下：序号股东名称穿透核查情况穿透的股东人数1曾烨等12名自然人股东自然人股东，不穿透122力源信息上市公司，不穿透13芜湖富海已备案私募投资基金，不进行穿透计算14国科瑞华已备案私募投资基金，不进行穿透计算15东方富海已备案私募投资基金，不进行穿透计算16火炬电子上市公司，不穿透17为赛咨询发行人员工持股平台，公司员工按一名股东计算，外部人员按实际人数计算38南山富海已备案私募投资基金，不进行穿透计算19厦门西堤已备案私募投资基金，不进行穿透计算110深创投已备案私募投资基金，不进行穿透计算111鸿迪投资主要业务为投资
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,99,私募投资基金,云汉芯城（上海）互联网科技股份有限公司招股说明书98序号股东名称穿透核查情况穿透的股东人数16中小企业基金已备案私募投资基金，不进行穿透计算117珠海拓域已备案私募投资基金，不进行穿透计算118镇江红土已备案私募投资基金，不进行穿透计算119昆山红土已备案私募投资基金，不进行穿透计算120富海深湾已备案私募投资基金，不进行穿透计算121湘裕君源已备案私募投资基金，不进行穿透计算122临港投资已备案私募投资基金，不进行穿透计算123福建开京主要业务为房地产开发及投资，并非以持有发行人股份为目的而设立的持股主体，在计算发行人股东人数时按1名股东计算。1合计股东人数36如上表所示，截至本招股说明书签署之日，公司股东穿透后总人数为36人，不存在股东人数超过200人的情形。九、发行人董事、监事、高级管理人员与核心技术人员（一）公司董事、监事、高级管理人员与核心技术人员情况1、董事会成员简介截至本招股说明书签署之日，公司董事会由9名董事组成，其中包括3名独立董事，具体人员如下：序号姓名职位任期131曾烨董事长2022.3.14-2025.3.132刘云锋董事、总裁2022.3.14-2025.3.133李文发董事、首席运营官2023.6.30-2025.3.134周绍军董事2022.3.14-2025.3.135王大鹏董事2022.3.14-20
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,115,执行事务合伙人,三种情形。③资金来源为赛咨询的合伙人均已实缴出资或足额支付受让价款，出资方式为现金，资金来源为自有资金。不存在发行人及控股股东、实际控制人或第三方为激励对象参加持股提供奖励、资助、补贴等安排。为赛咨询合伙人持有的财产份额为其真实持有，不存在代持的情形。（3）员工持股平台决策机制为赛咨询的重大事项由合伙人会议决议。除需要合伙人会议决议的事项外，由普通合伙人担任执行事务合伙人，对外代表合伙企业执行合伙企业事务，负责合伙企业日常管理。其他合伙人不执行合伙企业事务。须由合伙人会议决议的事项包括：1、在一定情况下，其他合伙人一致同意可以对执行事务合伙人除名。该等情形包括执行事务合伙人未缴纳出资、因故意或重大过失给合伙企业造成特别重大损失等。2、新合伙人入股，应当由全体合伙人一致同意。3、普通合伙人转变为有限合伙人或有限合伙人转变为普通合伙人，须经全体合伙人一致同意。4、合伙企业的以下事项须由全体合伙人同意，包括改变合伙企业名称；改变合伙企业的经营范围、主要经营场所的地点；处分合伙企业的不动产；转让或者处分合伙企业的知识产权和其他财产权利；以
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,120,私募投资基金,和任期届满后六个月内，每年转让的股份数不超过其所持有的发行人股份总数的25%；离职后半年内，不转让持有的发行人股份。其所持发行人股份锁定期满之日起两年内，如进行减持，减持价格不低于发行人首次公开发行股票价格。4、规范运行为赛咨询系发行人员工持股平台，自成立起始终规范运行。截至本招股说明书签署之日，为赛咨询在设立过程中不存在《中华人民共和国证券投资基金法》及《私募投资基金监督管理暂行办法》所规定之非公开募集资金的情形，不属于《中华人民共和国证券投资基金法》《私募投资基金监督管理暂行办法》以及《私募投资基金登记备案办法》所规范的私募投资基金，无需按前述相关规定办理私募投资基金备案登记手续。（三）股权激励价格的公允性分析及相关会计处理股权激励价格的公允性分析及相关会计处理参见本招股说明书“第六节财务会计信息与管理层分析”之“十、经营成果分析”之“（五）期间费用分析”之“2、管理费用”之“（5）股份支付”。（四）股权激励对公司的影响1、对公司经营状况的影响公司通过实施股权激励方案，建立了优秀的价值分配体系，完善了激励机制，极大地调动了管理团队的积极性，增强了团队的凝聚力，为公司的持续健康平稳发展提供了动力。2、对公司财务状况的影响为公允地反映股权激励对公司财务状况的影响，公司依照会计准则确认了报告期内的股份支付费用。报告期各期，公司确认的股份支付费用分别为148.77万元、0万元和0万元，股份支付对费用的整体影响较小。3、对公司控制权变化的影响股权激励实施前后，公司的控制权未发生变化。
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,313,普通合伙人,付单价为24.13元/股（即29.13元-5元）。③会计处理对于2019年员工股权激励，公司将授予股权激励对象的合伙企业份额对应的股份支付在估计的等待期内进行分期摊销，具体摊销方式为：2019年员工股权激励的回购条款中约定：“激励对象不在公司任职（无论任何原因）且自本次股份授予日至离职时在公司任职未满三年的，已行权的为赛投资财产份额，激励对象应在离职当日申请普通合伙人回购，回购价格根据原行权价格加上期银行贷款利率确定。”因此由于上述条款实质上对激励对象有明确的三年服务期的限制，因此发行人将2019年员工股权激励产生的股份支付总额在三年等待期内摊销。在等待期内每个资产负债表日，管理层以对可行权权益工具数量的最佳估计为基础，按权益工具授予日的公允价值，将当期取得的服务计入对应费用和资本公积，在等待期内摊销的股份支付费用计入经常性损益。③股份支付的影响报告期内，上述股份支付对费用的影响如下：单位：万元项目2024年度2023年度2022年度列支销售费用--58.84列支管理费用--19.18列支研发费用--70.75
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,377,执行事务合伙人,人序号关联方关联关系1曾烨发行人控股股东与实际控制人（二）其他持有公司5%以上股份的股东截至2025年3月25日，除控股股东和实际控制人外，持有公司5%以上股份的股东情况如下：序号关联方关联关系1刘云锋持有发行人13.22%的股份2武汉力源信息技术股份有限公司持有发行人10.25%的股权3北京国科瑞华战略性新兴产业投资基金（有限合伙）1、国科瑞华与中科贵银的执行事务合伙人均为中国科技产业投资管理有限公司且其持有中科26截至2025年3月25日。
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,378,执行事务合伙人,"VCapitalCo.,Ltd.为中国科技产业投资管理有限公司的全资子公司。因此三者构成关联方。国科瑞华持有发行人5.21%的股份，并且其关联方CASREVFUND、中科贵银分别持有发行人1.27%、1.11%的股份，以上三名股东合计持有发行人7.59%的股份5中科贵银（贵州）产业投资基金（有限合伙）6芜湖富海浩研创业投资基金（有限合伙）芜湖富海和东方富海的执行事务合伙人均由深圳市东方富海投资管理股份有限公司实际控制；芜湖富海持有发行人5.81%的股权，东方富海持有发行人5.12%的股权，其它关联方南山富海、富海节能、中小企业基金、富海深湾分别持有发行人2.11%、1.05%、0.79%和0.68%的股权，合计持有15.57%的股份7东方富海（上海）创业投资企业（有限合伙）8深圳南山东方富海中小微创业投资基金合伙企业（有限合伙）9深圳东方富海节能环保创业投资基金合伙企业（有限合伙）10中小企业发展基金（深圳南山有限合伙）11富海深湾（深圳）移动创新私募创业投资基金合伙企业（有限合伙）（三）公司控股企业序号关联方关联关系1深圳汉云发行人全资子公司2上海芯云发行人全资子公司3云汉天启发行人全资子公司4南昌云汉发行人全资子公司5宁波芯云发行人全资子公司6云汉电子发行人全资子公司7启想智能发行人全资子公司8深圳芯云发行人全资子公司9云汉软件发行人全资子公司10固越电子发行人全资子公司11广州芯云发行人全资子公司12云汉香港发行人全资子公司13卓越香港发行人全资子公司14云汉美国发行人全资子公司15云汉英国发行人全资子公司16云汉新加坡发行人全资子公司"
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,381,执行事务合伙人,"任董事的企业16上海倍谙基生物科技有限公司夏东（发行人董事）之弟妻王娜祎担任董事的企业17AurekaBiotechnologies,Inc.夏东（发行人董事）之弟妻王娜祎担任董事的企业18瑞龙诺赋（上海）医疗科技有限公司夏东（发行人董事）之弟妻王娜祎担任董事的企业19杭州乐活体育发展合伙企业（有限合伙）夏东（发行人董事）持有0.01%合伙企业财产份额并担任执行事务合伙人的企业20杭州通心协力健康科技合伙企业（有限合伙）夏东（发行人董事）持有28%合伙企业财产份额并担任执行事务合伙人的企业21深圳市集燧科技有限公司邓天远（发行人独立董事）持股98%并担任经理兼任董事的企业。22北京亿奇娱乐影视文化有限公司邓天远（发行人独立董事）担任董事的企业。23杭州夏天岛影视动漫制作有限公司邓天远（发行人独立董事）担任董事的企业。24深圳国金投资顾问有限公司邓天远（发行人独立董事）担任副总裁的企业。25福州大秉果子投资咨询有限公司林秉风（发行人独立董事）持股80%并担任执行董事兼总经理，林秉风（发行人独立董事）之妻林贞持股20%的企业。26福州一世世投资有限公司福州大秉果子投资咨询有限公司持股100%，林秉风（发行人独立董事）担任执行董事兼总经理、财务负责人的企业。27福州九牧承风咨询有限公司福州大秉果子投资咨询有限公司持股100%，林秉风（发行人独立董事）担任执行董事兼经理、财务负责人的企业。28福清市上迳县圃福乐淡水养殖场林秉风（发行人独立董事）之父林民乐担任负责人的企业，1998年2月被吊销营业执照。29江苏一块去网络股份有限公司王大鹏（发行人董事）担任董事的企业。30安徽亚格盛电子新"
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,382,执行事务合伙人,业。46深圳市畅想通讯技术有限公司周绍军（发行人董事）担任董事的企业，2007年被吊销营业执照。47深圳市智慧海洋科技有限公司周绍军（发行人董事）担任董事的企业。48上海联育企业管理咨询有限公司王欣（发行人独立董事）之姐夫李怀宇持股55%并担任执行董事的企业。49上海联育创业孵化器合伙企业（有限合伙）上海联育企业管理咨询有限公司持有1%合伙企业财产份额并担任执行事务合伙人的企业。50上海凡晟企业管理咨询有限公司王欣（发行人独立董事）之姐夫李怀宇持股80%并担任执行董事的企业。51中兴九城网络科技无锡有限公司王欣（发行人独立董事）之姐夫李怀宇担任董事的企业。52上海联育集创创业孵化器管理有限公司王欣（发行人独立董事）之姐夫李怀宇担任董事长、财务负责人的企业。53上海依岚智感信息技术有限公司王欣（发行人独立董事）之姐夫李怀宇担任董事长的企业54郑州华蛛文化传媒有限公司李鲲鹏（发行人原监事）之妹李晓玉持股100%并担任执行董事兼总经理的企业。55上海育帆体育文化发展有限公司万丽（发行人原监事）之夫吴亚平持股90%并担任执行董事的企业。56上海亚博体育科技有限公司万丽（发行人原监事）之父万仁国持股100%并担任总经理、董事、财务负责人的企业
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,383,执行事务合伙人,形式的原则认定的其他关联方主要包括：序号企业名称关联关系1广水市灯塔药材种植专业合作社曾烨之父曾德安持有76.92%权益并担任总经理的组织，2022年5月注销。2上海祁凝贸易有限公司曾烨（发行人董事长）之妻吕宁宁担任董事的企业，2023年1月离职。3新泰捷恒裕股权投资基金合伙企业（有限合伙）夏东（发行人董事）之妻父袁信成持有69.23%合伙企业财产份额并担任执行事务合伙人的企业，2024年11月不再担任执行事务合伙人。4宁波梅山保税港区捷恒企业管理合伙企业（有限合伙）新泰捷恒裕股权投资基金合伙企业（有限合伙）持有1.82%合伙企业财产份额并担任执行事务合伙人的企业。5新泰市晶泰星石墨烯应用研究院有限公司夏东（发行人董事）之妻父袁信成担任董事长的企业，2022年8月注销。6福建中锐网络股份有限公司林秉风（发行人独立董事）担任董事的企业，2024年8月离职7福建诺汉科技有限公司林秉风（发行人独立董事）之妻姐林莺持股51%的企业，2022年6月已将股权转让给第三方。8上海谢卓企业管理服务中心林秉风（发行人独立董事）之母林直云的个人独资企业，2022年3月注销。9光泽县承风投资咨询合伙企业（有限合伙）林秉风（发行人独立董事）持有50%合伙企业财产份额并担任执行事务合伙人的企业，2022年7月将财产份额转让给第三方并不再担任执行事务合伙人。10昆山博天尼生物科技有限公司王大鹏（发行人董事）担任董事的企业，2022年8月离职。11小西控股（南京）集团有限责任公司王大鹏（发行人董事）担任董事的企业，2024年11月离职12南通红土创新资本创业投资管理有限公司王大鹏（发行人董事）担任董事的企业
GEM002,GEM002_301563_云汉芯城（上海）互联网科技股份有限公司_招股说明书.pdf,384,执行事务合伙人,）互联网科技股份有限公司招股说明书383序号企业名称关联关系第三方并离职。19上海和厚文化咨询有限公司上海泰睿文化咨询有限公司持股100%的企业。20海南兰点投资有限公司王欣（发行人独立董事）之姐夫李怀宇担任执行董事兼总经理的企业，2023年6月离职。21苏州工业园区华人文化产业投资管理中心（有限合伙）上海泰睿文化咨询有限公司持有10%合伙企业财产份额并担任执行事务合伙人的企业，2023年10月注销。22上海源风投资管理中心（有限合伙）上海泰睿文化咨询有限公司持有1%合伙企业财产份额并担任执行事务合伙人的企业。23上海华人创意文化传媒有限公司上海泰睿文化咨询有限公司持股99%的企业，2023年8月注销。24爱麦克斯菲尔姆（上海）投资管理有限公司上海华人创意文化传媒有限公司持股50%的企业，2023年2月注销。25云粟（上海）投资中心（有限合伙）上海泰睿文化咨询有限公司持有10%合伙企业财产份额并担任执行事务合伙人的企业，2022年1月注销。26上海厚意股权投资基金合伙企业（有限合伙）上海华人创意文化传媒有限公司持有0.01%合伙企业财产份额并担任执行事务合伙人的企业，2022年3月注销。27上海厚意萨玻文化创意合伙企业（有限合伙）上海华人创意文化传媒有限公司持有0.01%合伙企业财产份额并担任执行事务合伙人的企业，2022年2月注销。28上海华挚腾由管理咨询有限公司王欣（发行人独立董事）之姐夫李怀宇担任董事长兼总经理的企业，2023年3月离职。29上海行昆企业管理中心周雪峰（发行人高级管理人员）之父周保元的个人独资企业，2022年9月注销。30北京盈创时讯科技有限公司任凤娇（发
MB001,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,53,新增股东,/名称入股背景、原因入股时间入股形式入股价格（元/注册资本）定价依据及合理性价款支付情况资金来源及合法性履行的法律程序5袁易扩大公司生产经营规模2011.9增资1实控人增资已支付自筹资金，合法股东会决议、验资、工商变更登记6袁文杰扩大公司生产经营规模2012.12增资1实控人增资已支付自有资金，合法股东会决议、验资、工商变更登记7天津天和、袁文杰及公司21名新增股东看好公司发展前景，扩大公司生产经营规模2014.9增资1以公司上一年末每股净资产账面值0.97元为基础，并经协商确定已支付自有资金、自筹资金，合法股东会决议、验资复核、债转股追溯评估、工商变更登记8寰盈投资部分员工股东调整持股方式，由直接持股变更为通过员工持股平台寰盈投资间接持股2016.3受让股权1以2014年9月直接入股公司的价格，并经协商确定股东调整持股方式，不涉及价款支付-股东会决议、工商变更登记9朗润园、元龙智能外部投资人看好公司未来发展前景2016.5增资1.99以公司上一年末每股净资产账面值1.15元为基础，结合公司经营情况并经协商确定已支付自有资金，合法股东会决议、验资复核、工商变更登记10陈雅、陈斌股东调整持股方式，由通过朗润园间接持有公司股权变更为直接持有公司股权2018.11受让股权2.01以朗润园入股公司的价格为基础，并经协商确定股东调整持股方式，不涉及价款支付-股东会决议、工商变更登记11寰盈投资、科曼咨询、星火咨询、袁易、袁擘、范跃林、翟勇、沈强寰盈投资、科曼咨询为员工持股平台对公司增资，自然人为公司核心人员增资，星火咨询为外部投资人看好公司未来发展前景2019.3增资2.57参考上一年末
MB001,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,55,私募基金,包头天和磁材科技股份有限公司招股说明书1-1-54存续的有限责任公司或有限合伙企业，不存在根据法律、法规或者其章程/合伙协议需要终止或解散的情形。同时，发行人私募基金股东中车泛海、同历宏阳已办理私募基金备案，其基金管理人亦办理了登记手续。截至本招股说明书签署日，发行人现有股东均为适格股东。截至本招股说明书签署日，发行人现有股东均为适格股东。2、发行人现有股东与发行人其他股东、董事、监事、高级管理人员、本次发行中介机构及其负责人、签字人员之间是否存在亲属关系、关联关系、委托持股等特殊协议或安排，是否存在纠纷或潜在争议截至本招股说明书签署日，发行人现有股东与发行人其他股东、直接股东、董事、监事、高级管理人员之间的关联关系如下：序号股东姓名/名称直接持股情况间接持股情况在发行人处任职情况关联关系1袁文杰13.74%持有天津天和14%股权董事长袁文杰系袁擘和袁易之父，袁擘系袁易之兄；袁文杰、袁擘、陈雅、翟勇、范跃林、沈强、周拴柱为天津天和董事2袁擘1.38%持有天津天和36%股权、寰盈投资4.57%合伙权益审计法务部部长3袁易9.14%持有天津天和18%股权董事、副总经理4翟勇0.62%持有天津天和4%股权天之和总经理5范跃林0.62%持有天津天和4%股权烧结一分厂厂长6沈强0.62%持有天津天和4%股权机械加工分厂厂长7周拴柱0.28%持有天津天和2%股权销售市场部职工8天津天和45.
MB001,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,62,执行事务合伙人,"包头天和磁材科技股份有限公司招股说明书1-1-61序号股东名称性别国籍是否拥有永久境外居留权身份证号码1陈雅女中国否140102197112******2、朗润园截至本招股说明书签署日，朗润园持有发行人7.04%的股份。朗润园的基本情况如下：公司名称南通朗润园企业管理咨询中心（有限合伙）成立日期2015年6月26日执行事务合伙人陈娟认缴出资额2,807.80万元注册地及主要生产经营地南通市崇川区江海佳苑19幢1901室（A1907）主营业务企业管理咨询与发行人主营业务的关系与发行人主营业务不相关最近一年及一期主要财务数据（单位：万元）日期总资产净资产净利润2024.6.30/2024年1-6月2,788.752,788.27-2.862023.12.31/2023年度2,791.612,791,12-3.01注：上述数据未经审计。截至本招股说明书签署日，朗润园的出资结构如下：序号合伙人姓名合伙人性质出资额（万元）出资比例1陈娟普通合伙人50.51.80%2李华强有限合伙人535.319.06%3陈义有限合伙人202.07.19%4卢汉明有限合伙人202.07.19%5王耀国有限合伙人202.07.19%6郭亚安有限合伙人202.07.19%7马维智有限合伙人202.07.19%8曹海和有限合伙人202.07.19%9晏浩有限合伙人151.55.40%10盖伟勇有限合伙人151.55.40%11葛祖显有限合伙人151.55.40%12侯郁波有限合伙人101.03.60%13顾文彬有限合伙人101.03.60%"
MB001,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,63,执行事务合伙人,".51.80%16李晓东有限合伙人50.51.80%17米良有限合伙人50.51.80%18高秀花有限合伙人50.51.80%19季国芹有限合伙人50.51.80%合计2,807.8100.00%3、元龙智能截至本招股说明书签署日，元龙智能持有发行人6.20%的股份。元龙智能的基本情况如下：公司名称南通元龙智能科技中心（有限合伙）成立日期2015年6月26日执行事务合伙人张凌认缴出资额2,450万元注册地及主要生产经营地南通市崇川区江海佳苑19幢1901室（A1901）主营业务企业管理咨询与发行人主营业务的关系与发行人主营业务不相关最近一年及一期主要财务数据（单位：万元）日期总资产净资产净利润2024.6.30/2024年1-6月3,602.722,281.05-12.882023.12.31/2023年度3,615.602,295.93-89.04注：上述数据未经审计。截至本招股说明书签署日，元龙智能的出资结构如下：序号合伙人姓名合伙人性质出资额（万元）出资比例1张凌普通合伙人1004.082%2陈义有限合伙人1,33054.286%3曹海和有限合伙人70028.571%4黄峰有限合伙人1204.897%5陈健豪有限合伙人1004.082%6王猛有限合伙人1004.082%合计2,450100.000%"
MB001,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,73,前十名股东,"包头天和磁材科技股份有限公司招股说明书1-1-72股东情况发行前发行后股数（万股）比例（%）股数（万股）比例（%）社会公众股（A股）--6,607.000025.00总股本19,821.0000100.0026,428.0000100.00（二）发行人的前十名股东截至本招股说明书签署日，公司前十名股东直接持股情况如下表所示：序号股东名称持股数量（万股）持股比例（%）1天津天和8,997.000045.392袁文杰2,724.000013.743袁易1,811.00009.144朗润园1,394.98217.045元龙智能1,229.39076.206陈雅669.59143.387中车泛海561.00002.838同历宏阳560.00002.839寰盈投资457.00002.3110星火咨询423.00002.13-合计18,826.960094.99（三）前十名自然人股东及其在公司的任职情况本次发行前公司前十名自然人股东及其在发行人担任的职务如下：序号姓名持股数量（万股）任职占发行前股本比例（%）1袁文杰2,724.00董事长13.742袁易1,811.00董事、副总经理、副总工程师9.143陈雅669.5914董事、总经理3.384袁擘273.00审计法务部部长1.385范跃林122.00烧结一分厂厂长0.62翟勇122.00天之和总经理0.62沈强122.00机械加工分厂厂长0.626周拴柱56.00销售市场部职工0.287陈斌10.0358销售市场部职工0.05合计5"
MB001,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,74,有限合伙人,"姓名持股发行人股份数量（万股）持股比例（%）1袁文杰2,724.0013.742袁易1,811.009.143陈雅669.59143.384袁擘273.001.385范跃林122.000.626翟勇122.000.627沈强122.000.628周拴柱56.000.282、袁擘直接持有公司1.38%的股份，寰盈投资直接持有公司2.31%的股份，袁擘系寰盈投资有限合伙人，持有寰盈投资4.57%出资。3、公司股东袁文杰系袁擘和袁易之父，袁擘系袁易之兄。2020年7月1日，袁文杰、袁擘、袁易共同签订《一致行动人协议》。4、公司股东陈雅系陈斌之姐。5、陈斌直接持有公司0.05%的股份，寰盈投资直接持有公司2.31%的股份，陈斌系寰盈投资有限合伙人，持有寰盈投资10.44%出资。除此之外，发行前各股东不存在关联关系。"
MB001,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,88,执行事务合伙人,休金计划。十五、本次公开发行申报前已经制定或实施的股权激励及相关安排寰盈投资、科曼咨询为公司员工持股平台，其中寰盈投资持有发行人457.00万股，持股比例2.31%，科曼咨询持有发行人289.00万股，持股比例1.46%。两个员工持股平台的基本情况及合伙人构成情况如下：（一）寰盈投资1、基本情况公司名称包头寰盈投资中心（有限合伙）成立日期2016年2月29日执行事务合伙人龚瑞娥认缴出资额656.39万元实缴出资额656.39万元注册地及主要生产经营地内蒙古自治区包头稀土开发区稀土应用产业园主营业务投资管理、咨询与发行人主营业务关系与发行人主营业务不相关2、合伙人构成情况截至本招股说明书签署日，寰盈投资的出资情况如下：序号合伙人姓名任职情况合伙人性质出资额（万元）出资比例（%）1龚瑞娥已退休普通合伙人43.486.622陈斌销售市场部职工有限合伙人68.5510.443张晋平已退休有限合伙人55.708.494董义董事、副总经理、总工程师有限合伙人55.288.425刁树林监事会主席、销售市场部部长有限合伙人42.856.536苗聚昌天之和副总经理有限合伙人42.856.53
MB001,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,89,执行事务合伙人,处理分厂厂长有限合伙人7.711.1725张亚茹表面处理分厂职工有限合伙人7.711.1726苑占祚产品试制中心职工有限合伙人7.711.1727秦阳销售市场部职工有限合伙人7.711.1728逯伟生产部职工有限合伙人7.711.17合计656.39100.00（二）科曼咨询1、基本情况公司名称包头科曼企业管理咨询中心（有限合伙）成立日期2019年2月21日执行事务合伙人刘子瑶认缴出资额742.73万元实缴出资额742.73万元注册地及主要生产经营地内蒙古自治区包头稀土高新区稀土应用产业园
MB001,MB001_603072_包头天和磁材科技股份有限公司_招股说明书.pdf,90,普通合伙人,包头天和磁材科技股份有限公司招股说明书1-1-89主营业务企业管理咨询与发行人主营业务关系与发行人主营业务不相关2、合伙人构成情况截至本招股说明书签署日，科曼咨询的出资情况如下：序号合伙人姓名任职情况合伙人性质出资额（万元）出资比例（%）1刘子瑶管理部职工普通合伙人69.399.342杜晓霞已退休有限合伙人115.6515.573张海潮财务总监、董事会秘书有限合伙人110.5114.884冯丽丽已退休有限合伙人38.555.195吴树杰研究所所长有限合伙人30.844.156邓伟杰实验检测中心职工有限合伙人30.844.157林晓勤扩散分厂厂长有限合伙人30.844.158屈波工艺创新室职工有限合伙人25.703.469伍丹妹销售市场部职工有限合伙人25.703.4610胡占江监事、材料研究二室主任有限合伙人25.703.4611杨琦华材料研究室职工有限合伙人25.703.4612李志强熔炼氢碎分厂厂长有限合伙人20.562.7713李占全后勤管理员有限合伙人15.422.0814丁伟三分厂职工有限合伙人15.422.0815齐鹤均工艺创新室职工有限合伙人15.422.0816武志敏研发管理室主任有限合伙人12.851.7317张倩证券事务部部长有限合伙人12.851.7318郭丽珍品管部部长有限合伙人12.851.7319贾瑞天之和员工有限合伙人12.851.7320苏建云母材工艺组职工有限合伙人10.281.3821翟伟伟研发管理室职工有限合伙人10.281.3822王志
